task,description,start,finish,duration,duration_hrs,note,category,date
psi,NA,2018-12-27T02:39:00Z,2018-12-27T02:55:00Z,00:15:40,0.2612584,NA,psi,2018-12-27
review,NA,2018-12-27T02:55:00Z,2018-12-27T03:12:00Z,00:17:41,0.2948543,NA,psi,2018-12-27
psi,NA,2018-12-27T03:12:00Z,2018-12-27T03:25:00Z,00:12:51,0.2144079,NA,psi,2018-12-27
review,NA,2018-12-27T04:37:00Z,2018-12-27T04:42:00Z,00:04:52,0.0812744,NA,psi,2018-12-27
phi,NA,2018-12-27T04:42:00Z,2018-12-27T05:01:00Z,00:18:54,0.3150332,NA,phi,2018-12-27
psi,NA,2018-12-27T05:01:00Z,2018-12-27T05:08:00Z,00:06:34,0.1095412,NA,psi,2018-12-27
phi,NA,2018-12-27T05:40:00Z,2018-12-27T05:41:00Z,00:01:05,0.0180718,NA,phi,2018-12-27
phi,NA,2018-12-27T05:41:00Z,2018-12-27T06:03:00Z,00:21:11,0.353153,NA,phi,2018-12-27
phi,NA,2018-12-27T10:45:00Z,2018-12-27T11:10:00Z,00:24:13,0.4036276,NA,phi,2018-12-27
review,NA,2018-12-27T11:10:00Z,2018-12-27T11:12:00Z,00:01:43,0.0286598,NA,psi,2018-12-27
phi,NA,2018-12-27T11:12:00Z,2018-12-27T11:31:00Z,00:19:15,0.3209477,NA,phi,2018-12-27
theta,NA,2018-12-27T11:31:00Z,2018-12-27T11:34:00Z,00:03:22,0.0561777,NA,theta,2018-12-27
review,NA,2018-12-27T11:34:00Z,2018-12-27T11:34:00Z,00:00:19,0.0055099,NA,psi,2018-12-27
phi,NA,2018-12-27T12:10:00Z,2018-12-27T12:10:00Z,00:00:26,0.0074222,NA,phi,2018-12-27
phi,NA,2018-12-27T12:10:00Z,2018-12-27T12:39:00Z,00:29:04,0.4846667,NA,phi,2018-12-27
theta,NA,2018-12-27T12:42:00Z,2018-12-27T13:02:00Z,00:19:39,0.3277646,NA,theta,2018-12-27
review,NA,2018-12-27T13:10:00Z,2018-12-27T13:11:00Z,00:01:08,0.0190184,NA,psi,2018-12-27
phi,NA,2018-12-27T15:16:00Z,2018-12-27T15:38:00Z,00:21:47,0.3630562,NA,phi,2018-12-27
review,NA,2018-12-27T15:38:00Z,2018-12-27T15:38:00Z,00:00:22,0.0062157,NA,psi,2018-12-27
theta,NA,2018-12-27T16:01:00Z,2018-12-27T16:15:00Z,00:14:32,0.2423754,NA,theta,2018-12-27
review,NA,2018-12-27T16:15:00Z,2018-12-27T16:21:00Z,00:06:01,0.1002846,NA,psi,2018-12-27
phi,NA,2018-12-27T16:21:00Z,2018-12-27T16:28:00Z,00:07:08,0.1190908,NA,phi,2018-12-27
phi,NA,2018-12-27T16:30:00Z,2018-12-27T16:46:00Z,00:15:41,0.2614698,NA,phi,2018-12-27
review,NA,2018-12-27T16:46:00Z,2018-12-27T16:46:00Z,00:00:17,0.0047648,NA,psi,2018-12-27
theta,NA,2018-12-27T16:46:00Z,2018-12-27T16:57:00Z,00:10:54,0.1818096,NA,theta,2018-12-27
review,NA,2018-12-28T02:34:00Z,2018-12-28T02:40:00Z,00:05:59,0.0999635,NA,psi,2018-12-28
review,NA,2018-12-28T03:44:00Z,2018-12-28T04:05:00Z,00:20:29,0.3414054,NA,psi,2018-12-28
psi,NA,2018-12-28T04:05:00Z,2018-12-28T04:08:00Z,00:02:51,0.0475833,NA,psi,2018-12-28
psi,NA,2018-12-28T04:08:00Z,2018-12-28T04:09:00Z,00:01:45,0.0293067,NA,psi,2018-12-28
psi,NA,2018-12-28T04:09:00Z,2018-12-28T04:13:00Z,00:03:38,0.0607603,NA,psi,2018-12-28
phi,NA,2018-12-28T04:13:00Z,2018-12-28T04:15:00Z,00:01:34,0.026212,NA,phi,2018-12-28
psi,NA,2018-12-28T04:15:00Z,2018-12-28T04:23:00Z,00:08:04,0.1344729,NA,psi,2018-12-28
phi,NA,2018-12-28T05:13:00Z,2018-12-28T05:17:00Z,00:04:58,0.082974,NA,phi,2018-12-28
theta,NA,2018-12-28T05:22:00Z,2018-12-28T05:24:00Z,00:02:08,0.0356522,NA,theta,2018-12-28
phi,NA,2018-12-28T05:32:00Z,2018-12-28T06:10:00Z,00:37:54,0.6318488,NA,phi,2018-12-28
phi,NA,2018-12-28T06:17:00Z,2018-12-28T06:58:00Z,00:41:29,0.6916663,NA,phi,2018-12-28
review,NA,2018-12-28T06:58:00Z,2018-12-28T07:01:00Z,00:02:36,0.0435442,NA,psi,2018-12-28
psi,NA,2018-12-28T09:34:00Z,2018-12-28T09:44:00Z,00:09:15,0.1543175,NA,psi,2018-12-28
phi,NA,2018-12-28T10:05:00Z,2018-12-28T10:05:00Z,00:00:16,0.0045151,NA,phi,2018-12-28
phi,NA,2018-12-28T10:05:00Z,2018-12-28T10:40:00Z,00:34:19,0.5719799,NA,phi,2018-12-28
psi,NA,2018-12-28T10:40:00Z,2018-12-28T10:49:00Z,00:08:58,0.1496608,NA,psi,2018-12-28
phi,NA,2018-12-28T13:32:00Z,2018-12-28T13:33:00Z,00:00:02,5.931e-4,NA,phi,2018-12-28
phi,NA,2018-12-28T13:33:00Z,2018-12-28T13:55:00Z,00:22:49,0.3805026,NA,phi,2018-12-28
review,NA,2018-12-29T05:46:00Z,2018-12-29T05:51:00Z,00:05:00,0.0833552,NA,psi,2018-12-29
review,NA,2018-12-29T06:06:00Z,2018-12-29T06:10:00Z,00:04:24,0.0734245,NA,psi,2018-12-29
psi,NA,2018-12-29T06:10:00Z,2018-12-29T06:26:00Z,00:15:28,0.2578799,NA,psi,2018-12-29
psi,NA,2018-12-29T06:26:00Z,2018-12-29T06:45:00Z,00:18:58,0.3163096,NA,psi,2018-12-29
exercise,NA,2018-12-29T07:07:00Z,2018-12-29T07:26:00Z,00:19:28,0.3246959,NA,wellness,2018-12-29
phi,NA,2018-12-29T07:32:00Z,2018-12-29T07:52:00Z,00:19:59,0.3332511,NA,phi,2018-12-29
theta,NA,2018-12-29T07:52:00Z,2018-12-29T07:57:00Z,00:05:00,0.0833643,NA,theta,2018-12-29
psi,NA,2018-12-29T07:57:00Z,2018-12-29T08:00:00Z,00:02:56,0.0489232,NA,psi,2018-12-29
review,NA,2018-12-29T08:00:00Z,2018-12-29T08:02:00Z,00:01:46,0.0296794,NA,psi,2018-12-29
exercise,NA,2018-12-29T08:33:00Z,2018-12-29T09:04:00Z,00:31:03,0.5177736,NA,wellness,2018-12-29
psi,NA,2018-12-29T09:05:00Z,2018-12-29T09:13:00Z,00:08:12,0.136688,NA,psi,2018-12-29
phi,NA,2018-12-29T09:29:00Z,2018-12-29T09:51:00Z,00:21:52,0.3645376,NA,phi,2018-12-29
phi,NA,2018-12-29T09:52:00Z,2018-12-29T09:54:00Z,00:01:44,0.0290684,NA,phi,2018-12-29
theta,NA,2018-12-29T09:54:00Z,2018-12-29T10:14:00Z,00:19:54,0.3316868,NA,theta,2018-12-29
psi,NA,2018-12-29T10:14:00Z,2018-12-29T10:27:00Z,00:13:17,0.2214483,NA,psi,2018-12-29
review,NA,2018-12-29T10:42:00Z,2018-12-29T10:44:00Z,00:01:40,0.0278098,NA,psi,2018-12-29
phi,NA,2018-12-29T10:45:00Z,2018-12-29T10:49:00Z,00:04:29,0.0747611,NA,phi,2018-12-29
theta,NA,2018-12-29T10:49:00Z,2018-12-29T11:02:00Z,00:12:11,0.2031951,NA,theta,2018-12-29
review,NA,2018-12-29T11:02:00Z,2018-12-29T11:02:00Z,00:00:16,0.0045935,NA,psi,2018-12-29
phi,NA,2018-12-29T11:23:00Z,2018-12-29T11:52:00Z,00:29:21,0.4893643,NA,phi,2018-12-29
psi,NA,2018-12-29T15:04:00Z,2018-12-29T15:07:00Z,00:03:41,0.0616421,NA,psi,2018-12-29
theta,NA,2018-12-29T15:07:00Z,2018-12-29T15:25:00Z,00:17:21,0.2893397,NA,theta,2018-12-29
review,NA,2018-12-29T15:25:00Z,2018-12-29T15:26:00Z,00:01:01,0.0171766,NA,psi,2018-12-29
review,NA,2018-12-29T17:49:00Z,2018-12-29T17:49:00Z,00:00:50,0.014038,NA,psi,2018-12-29
phi,NA,2018-12-29T17:49:00Z,2018-12-29T18:10:00Z,00:20:38,0.3440593,NA,phi,2018-12-29
theta,NA,2018-12-29T18:10:00Z,2018-12-29T18:16:00Z,00:05:56,0.0991471,NA,theta,2018-12-29
psi,NA,2018-12-29T18:16:00Z,2018-12-29T18:19:00Z,00:02:37,0.0438448,NA,psi,2018-12-29
review,NA,2018-12-29T18:19:00Z,2018-12-29T18:20:00Z,00:01:00,0.0166946,NA,psi,2018-12-29
review,NA,2018-12-30T04:26:00Z,2018-12-30T04:45:00Z,00:18:23,0.30655520000000003,NA,psi,2018-12-30
phi,NA,2018-12-30T07:18:00Z,2018-12-30T07:52:00Z,00:33:40,0.5612892,NA,phi,2018-12-30
theta,NA,2018-12-30T07:52:00Z,2018-12-30T08:08:00Z,00:15:48,0.263594,NA,theta,2018-12-30
theta,NA,2018-12-30T08:15:00Z,2018-12-30T08:17:00Z,00:01:54,0.0318107,NA,theta,2018-12-30
psi,NA,2018-12-30T08:17:00Z,2018-12-30T08:37:00Z,00:20:12,0.3366786,NA,psi,2018-12-30
theta,NA,2018-12-30T08:19:00Z,2018-12-30T08:35:00Z,00:16:04,0.2679807,NA,theta,2018-12-30
review,NA,2018-12-30T08:35:00Z,2018-12-30T08:41:00Z,00:06:05,0.1014881,NA,psi,2018-12-30
phi,NA,2018-12-30T08:41:00Z,2018-12-30T09:04:00Z,00:22:59,0.3831904,NA,phi,2018-12-30
theta,NA,2018-12-30T09:04:00Z,2018-12-30T09:10:00Z,00:05:42,0.0952606,NA,theta,2018-12-30
psi,NA,2018-12-30T09:10:00Z,2018-12-30T09:31:00Z,00:20:38,0.3440722,NA,psi,2018-12-30
review,NA,2018-12-30T09:56:00Z,2018-12-30T09:57:00Z,00:00:57,0.0160604,NA,psi,2018-12-30
phi,NA,2018-12-30T09:57:00Z,2018-12-30T10:18:00Z,00:20:16,0.3379421,NA,phi,2018-12-30
phi,NA,2018-12-30T10:23:00Z,2018-12-30T10:34:00Z,00:11:38,0.1941439,NA,phi,2018-12-30
phi,NA,2018-12-30T10:35:00Z,2018-12-30T10:38:00Z,00:03:44,0.0624288,NA,phi,2018-12-30
theta,NA,2018-12-30T10:41:00Z,2018-12-30T10:41:00Z,00:00:04,0.0011335,NA,theta,2018-12-30
review,NA,2018-12-30T10:41:00Z,2018-12-30T10:54:00Z,00:12:47,0.2130761,NA,psi,2018-12-30
phi,NA,2018-12-30T11:22:00Z,2018-12-30T11:52:00Z,00:29:45,0.4959914,NA,phi,2018-12-30
review,NA,2018-12-30T11:52:00Z,2018-12-30T12:00:00Z,00:07:58,0.132909,NA,psi,2018-12-30
phi,NA,2018-12-30T12:00:00Z,2018-12-30T12:18:00Z,00:18:21,0.3060249,NA,phi,2018-12-30
theta,NA,2018-12-30T13:01:00Z,2018-12-30T13:08:00Z,00:07:27,0.124376,NA,theta,2018-12-30
phi,NA,2018-12-30T13:33:00Z,2018-12-30T13:47:00Z,00:13:29,0.2249928,NA,phi,2018-12-30
psi,NA,2018-12-30T13:47:00Z,2018-12-30T13:51:00Z,00:04:33,0.075837,NA,psi,2018-12-30
phi,NA,2018-12-30T16:11:00Z,2018-12-30T16:22:00Z,00:10:54,0.1818116,NA,phi,2018-12-30
phi,NA,2018-12-30T16:22:00Z,2018-12-30T16:44:00Z,00:21:53,0.3649946,NA,phi,2018-12-30
theta,NA,2018-12-30T16:45:00Z,2018-12-30T17:08:00Z,00:23:22,0.3895785,NA,theta,2018-12-30
review,NA,2018-12-30T17:08:00Z,2018-12-30T17:09:00Z,00:00:16,0.0045469,NA,psi,2018-12-30
psi,NA,2018-12-30T17:09:00Z,2018-12-30T17:14:00Z,00:05:37,0.0936705,NA,psi,2018-12-30
phi,NA,2018-12-30T17:14:00Z,2018-12-30T17:24:00Z,00:09:20,0.1556562,NA,phi,2018-12-30
phi,NA,2018-12-30T17:35:00Z,2018-12-30T17:54:00Z,00:19:22,0.3229281,NA,phi,2018-12-30
psi,NA,2018-12-30T17:54:00Z,2018-12-30T18:06:00Z,00:12:12,0.2034969,NA,psi,2018-12-30
review,NA,2018-12-30T18:06:00Z,2018-12-30T18:10:00Z,00:03:59,0.0666081,NA,psi,2018-12-30
theta,NA,2018-12-30T18:10:00Z,2018-12-30T18:23:00Z,00:13:20,0.2222823,NA,theta,2018-12-30
review,NA,2018-12-31T07:04:00Z,2018-12-31T07:09:00Z,00:05:10,0.0861817,NA,psi,2018-12-31
psi,NA,2018-12-31T07:09:00Z,2018-12-31T07:28:00Z,00:19:27,0.3242418,NA,psi,2018-12-31
psi,NA,2018-12-31T07:28:00Z,2018-12-31T07:40:00Z,00:11:28,0.1911634,NA,psi,2018-12-31
psi,NA,2018-12-31T08:45:00Z,2018-12-31T09:01:00Z,00:15:12,0.2535494,NA,psi,2018-12-31
review,NA,2018-12-31T09:01:00Z,2018-12-31T09:01:00Z,00:00:40,0.0111604,NA,psi,2018-12-31
phi,NA,2018-12-31T09:01:00Z,2018-12-31T09:06:00Z,00:04:45,0.0793018,NA,phi,2018-12-31
theta,NA,2018-12-31T09:06:00Z,2018-12-31T09:17:00Z,00:11:21,0.1893764,NA,theta,2018-12-31
review,NA,2019-01-01T10:13:00Z,2019-01-01T10:25:00Z,00:12:00,0.2002161,NA,psi,2019-01-01
psi,NA,2019-01-01T10:25:00Z,2019-01-01T10:31:00Z,00:06:13,0.103815,NA,psi,2019-01-01
psi,NA,2019-01-01T11:01:00Z,2019-01-01T11:18:00Z,00:17:14,0.287458,NA,psi,2019-01-01
psi,NA,2019-01-01T11:18:00Z,2019-01-01T11:33:00Z,00:15:12,0.2535678,NA,psi,2019-01-01
psi,NA,2019-01-01T11:33:00Z,2019-01-01T11:39:00Z,00:05:14,0.0874,NA,psi,2019-01-01
review,NA,2019-01-01T11:39:00Z,2019-01-01T11:39:00Z,00:00:42,0.0118341,NA,psi,2019-01-01
theta,NA,2019-01-01T21:37:00Z,2019-01-01T21:57:00Z,00:20:05,0.3349489,NA,theta,2019-01-01
review,NA,2019-01-02T10:34:00Z,2019-01-02T10:46:00Z,00:12:20,0.2057591,NA,psi,2019-01-02
psi,NA,2019-01-02T10:47:00Z,2019-01-02T11:32:00Z,00:45:41,0.7615773,NA,psi,2019-01-02
review,NA,2019-01-02T11:32:00Z,2019-01-02T11:35:00Z,00:02:23,0.0399186,NA,psi,2019-01-02
review,NA,2019-01-02T11:35:00Z,2019-01-02T11:36:00Z,00:00:47,0.0132065,NA,psi,2019-01-02
phi,NA,2019-01-02T15:47:00Z,2019-01-02T16:06:00Z,00:19:04,0.3180379,NA,phi,2019-01-02
psi,NA,2019-01-02T16:06:00Z,2019-01-02T16:16:00Z,00:09:37,0.1603669,NA,psi,2019-01-02
phi,NA,2019-01-02T18:52:00Z,2019-01-02T19:25:00Z,00:32:53,0.5481335,NA,phi,2019-01-02
psi,NA,2019-01-02T19:26:00Z,2019-01-02T19:46:00Z,00:20:23,0.3397328,NA,psi,2019-01-02
review,NA,2019-01-02T19:46:00Z,2019-01-02T19:48:00Z,00:01:32,0.025606,NA,psi,2019-01-02
theta,NA,2019-01-03T08:20:00Z,2019-01-03T08:29:00Z,00:09:27,0.1576845,NA,theta,2019-01-03
review,NA,2019-01-03T08:30:00Z,2019-01-03T08:39:00Z,00:09:13,0.1537801,NA,psi,2019-01-03
psi,NA,2019-01-03T08:39:00Z,2019-01-03T08:48:00Z,00:09:20,0.1558093,NA,psi,2019-01-03
phi,NA,2019-01-03T08:48:00Z,2019-01-03T08:49:00Z,00:00:25,0.0072205,NA,phi,2019-01-03
theta,NA,2019-01-03T08:49:00Z,2019-01-03T08:50:00Z,00:00:40,0.0112473,NA,theta,2019-01-03
psi,NA,2019-01-03T08:50:00Z,2019-01-03T08:53:00Z,00:03:19,0.0555302,NA,psi,2019-01-03
review,NA,2019-01-03T08:53:00Z,2019-01-03T08:53:00Z,00:00:26,0.0072507,NA,psi,2019-01-03
phi,NA,2019-01-03T08:53:00Z,2019-01-03T09:38:00Z,00:44:26,0.7406527,NA,phi,2019-01-03
theta,NA,2019-01-03T09:38:00Z,2019-01-03T09:49:00Z,00:11:23,0.1899562,NA,theta,2019-01-03
phi,NA,2019-01-03T13:24:00Z,2019-01-03T13:51:00Z,00:27:13,0.4537302,NA,phi,2019-01-03
phi,NA,2019-01-03T13:51:00Z,2019-01-03T14:09:00Z,00:18:02,0.3006233,NA,phi,2019-01-03
review,NA,2019-01-03T14:12:00Z,2019-01-03T14:13:00Z,00:00:32,0.0089731,NA,psi,2019-01-03
review,NA,2019-01-03T16:08:00Z,2019-01-03T16:10:00Z,00:01:48,0.0302375,NA,psi,2019-01-03
phi,NA,2019-01-03T16:10:00Z,2019-01-03T16:31:00Z,00:20:44,0.3457105,NA,phi,2019-01-03
theta,NA,2019-01-03T16:31:00Z,2019-01-03T16:34:00Z,00:03:03,0.0509043,NA,theta,2019-01-03
psi,NA,2019-01-03T16:34:00Z,2019-01-03T16:36:00Z,00:01:39,0.027772,NA,psi,2019-01-03
review,NA,2019-01-03T18:47:00Z,2019-01-03T18:59:00Z,00:12:06,0.2017582,NA,psi,2019-01-03
phi,NA,2019-01-03T18:59:00Z,2019-01-03T18:59:00Z,00:00:02,6.282e-4,NA,phi,2019-01-03
phi,NA,2019-01-03T18:59:00Z,2019-01-03T19:08:00Z,00:09:18,0.1552498,NA,phi,2019-01-03
theta,NA,2019-01-03T19:14:00Z,2019-01-03T19:15:00Z,00:01:07,0.0187243,NA,theta,2019-01-03
review,NA,2019-01-03T19:15:00Z,2019-01-03T19:16:00Z,00:00:09,0.0027112,NA,psi,2019-01-03
review,NA,2019-01-04T07:55:00Z,2019-01-04T07:59:00Z,00:03:56,0.0657691,NA,psi,2019-01-04
psi,NA,2019-01-04T08:21:00Z,2019-01-04T08:26:00Z,00:04:40,0.0780318,NA,psi,2019-01-04
review,NA,2019-01-04T08:26:00Z,2019-01-04T08:26:00Z,00:00:09,0.0025346,NA,psi,2019-01-04
psi,NA,2019-01-04T08:26:00Z,2019-01-04T08:43:00Z,00:17:18,0.2885083,NA,psi,2019-01-04
review,NA,2019-01-04T08:43:00Z,2019-01-04T08:44:00Z,00:00:18,0.0050944,NA,psi,2019-01-04
psi,NA,2019-01-04T08:44:00Z,2019-01-04T08:50:00Z,00:06:07,0.1020101,NA,psi,2019-01-04
review,NA,2019-01-04T08:50:00Z,2019-01-04T08:50:00Z,00:00:13,0.0037496,NA,psi,2019-01-04
phi,NA,2019-01-04T08:50:00Z,2019-01-04T09:24:00Z,00:33:37,0.5603605,NA,phi,2019-01-04
phi,NA,2019-01-04T10:52:00Z,2019-01-04T11:26:00Z,00:34:30,0.5752656,NA,phi,2019-01-04
review,NA,2019-01-04T11:26:00Z,2019-01-04T11:28:00Z,00:01:32,0.0257676,NA,psi,2019-01-04
theta,NA,2019-01-04T14:26:00Z,2019-01-04T14:35:00Z,00:09:06,0.1518972,NA,theta,2019-01-04
phi,NA,2019-01-04T14:35:00Z,2019-01-04T14:50:00Z,00:14:56,0.2489238,NA,phi,2019-01-04
review,NA,2019-01-04T14:50:00Z,2019-01-04T14:52:00Z,00:01:32,0.0256116,NA,psi,2019-01-04
phi,NA,2019-01-04T14:52:00Z,2019-01-04T15:12:00Z,00:20:04,0.33449,NA,phi,2019-01-04
review,NA,2019-01-04T15:12:00Z,2019-01-04T15:14:00Z,00:01:53,0.0314524,NA,psi,2019-01-04
phi,NA,2019-01-04T15:14:00Z,2019-01-04T15:14:00Z,00:00:01,3.335e-4,NA,phi,2019-01-04
phi,NA,2019-01-04T15:14:00Z,2019-01-04T15:54:00Z,00:40:41,0.6783306,NA,phi,2019-01-04
review,NA,2019-01-04T15:56:00Z,2019-01-04T15:56:00Z,00:00:47,0.0130736,NA,psi,2019-01-04
phi,NA,2019-01-04T18:34:00Z,2019-01-04T18:36:00Z,00:02:33,0.0427413,NA,phi,2019-01-04
phi,NA,2019-01-04T18:52:00Z,2019-01-04T19:20:00Z,00:28:17,0.4714915,NA,phi,2019-01-04
review,NA,2019-01-04T19:21:00Z,2019-01-04T19:22:00Z,00:00:42,0.0118611,NA,psi,2019-01-04
phi,NA,2019-01-04T19:38:00Z,2019-01-04T19:39:00Z,00:00:19,0.0054021,NA,phi,2019-01-04
review,NA,2019-01-04T19:39:00Z,2019-01-04T19:39:00Z,00:00:12,0.0033893,NA,psi,2019-01-04
theta,NA,2019-01-04T19:39:00Z,2019-01-04T19:47:00Z,00:08:03,0.134296,NA,theta,2019-01-04
review,NA,2019-01-04T19:47:00Z,2019-01-04T19:47:00Z,00:00:14,0.0041197,NA,psi,2019-01-04
psi,NA,2019-01-04T19:47:00Z,2019-01-04T19:52:00Z,00:05:01,0.0838204,NA,psi,2019-01-04
phi,NA,2019-01-04T20:19:00Z,2019-01-04T20:53:00Z,00:33:55,0.5653253,NA,phi,2019-01-04
review,NA,2019-01-05T08:39:00Z,2019-01-05T08:48:00Z,00:09:13,0.1538674,NA,psi,2019-01-05
psi,NA,2019-01-05T08:48:00Z,2019-01-05T08:55:00Z,00:07:15,0.1210117,NA,psi,2019-01-05
review,NA,2019-01-05T10:00:00Z,2019-01-05T10:04:00Z,00:03:11,0.0532318,NA,psi,2019-01-05
phi,NA,2019-01-05T10:04:00Z,2019-01-05T10:04:00Z,00:00:00,2.522e-4,NA,phi,2019-01-05
phi,NA,2019-01-05T10:04:00Z,2019-01-05T10:05:00Z,00:01:00,0.0168037,NA,phi,2019-01-05
theta,NA,2019-01-05T10:05:00Z,2019-01-05T10:06:00Z,00:01:18,0.0217605,NA,theta,2019-01-05
psi,NA,2019-01-05T10:06:00Z,2019-01-05T10:09:00Z,00:03:17,0.0547709,NA,psi,2019-01-05
review,NA,2019-01-05T10:09:00Z,2019-01-05T10:10:00Z,00:00:48,0.0134086,NA,psi,2019-01-05
phi,NA,2019-01-05T10:10:00Z,2019-01-05T10:33:00Z,00:22:58,0.3828401,NA,phi,2019-01-05
theta,NA,2019-01-05T10:33:00Z,2019-01-05T11:07:00Z,00:33:44,0.5622861,NA,theta,2019-01-05
review,NA,2019-01-05T11:07:00Z,2019-01-05T11:07:00Z,00:00:18,0.0050196,NA,psi,2019-01-05
phi,NA,2019-01-05T13:21:00Z,2019-01-05T13:21:00Z,00:00:00,2.081e-4,NA,phi,2019-01-05
phi,NA,2019-01-05T13:21:00Z,2019-01-05T13:30:00Z,00:08:24,0.1401921,NA,phi,2019-01-05
theta,NA,2019-01-05T13:30:00Z,2019-01-05T13:49:00Z,00:19:21,0.3225552,NA,theta,2019-01-05
psi,NA,2019-01-05T13:49:00Z,2019-01-05T13:56:00Z,00:06:26,0.1073444,NA,psi,2019-01-05
review,NA,2019-01-05T13:56:00Z,2019-01-05T13:56:00Z,00:00:49,0.0138017,NA,psi,2019-01-05
phi,NA,2019-01-05T14:03:00Z,2019-01-05T14:12:00Z,00:09:23,0.156431,NA,phi,2019-01-05
phi,NA,2019-01-05T16:36:00Z,2019-01-05T16:47:00Z,00:10:35,0.1764963,NA,phi,2019-01-05
review,NA,2019-01-05T17:01:00Z,2019-01-05T17:02:00Z,00:01:13,0.020498099999999998,NA,psi,2019-01-05
phi,NA,2019-01-05T17:02:00Z,2019-01-05T17:15:00Z,00:12:29,0.2082794,NA,phi,2019-01-05
phi,NA,2019-01-05T19:34:00Z,2019-01-05T20:43:00Z,01:09:19,1.1553581,NA,phi,2019-01-05
review,NA,2019-01-05T20:43:00Z,2019-01-05T20:47:00Z,00:03:19,0.0553976,NA,psi,2019-01-05
phi,NA,2019-01-05T21:14:00Z,2019-01-05T22:00:00Z,00:45:56,0.7657732,NA,phi,2019-01-05
review,NA,2019-01-07T08:32:00Z,2019-01-07T08:43:00Z,00:10:50,0.1806525,NA,psi,2019-01-07
psi,NA,2019-01-07T08:43:00Z,2019-01-07T09:01:00Z,00:18:01,0.3004031,NA,psi,2019-01-07
review,NA,2019-01-07T10:43:00Z,2019-01-07T10:44:00Z,00:01:28,0.0244486,NA,psi,2019-01-07
psi,NA,2019-01-07T10:44:00Z,2019-01-07T10:45:00Z,00:00:42,0.011814,NA,psi,2019-01-07
review,NA,2019-01-07T10:45:00Z,2019-01-07T10:52:00Z,00:06:52,0.1145546,NA,psi,2019-01-07
phi,NA,2019-01-07T10:52:00Z,2019-01-07T10:53:00Z,00:01:07,0.0188293,NA,phi,2019-01-07
theta,NA,2019-01-07T10:53:00Z,2019-01-07T10:55:00Z,00:01:47,0.0299508,NA,theta,2019-01-07
review,NA,2019-01-07T10:55:00Z,2019-01-07T10:55:00Z,00:00:16,0.0045598,NA,psi,2019-01-07
phi,NA,2019-01-07T10:55:00Z,2019-01-07T11:20:00Z,00:25:19,0.4220205,NA,phi,2019-01-07
theta,NA,2019-01-07T11:21:00Z,2019-01-07T11:24:00Z,00:02:59,0.0499155,NA,theta,2019-01-07
psi,NA,2019-01-07T11:24:00Z,2019-01-07T11:24:00Z,00:00:04,0.0011201,NA,psi,2019-01-07
review,NA,2019-01-07T11:24:00Z,2019-01-07T11:27:00Z,00:03:47,0.0632384,NA,psi,2019-01-07
phi,NA,2019-01-07T13:49:00Z,2019-01-07T13:56:00Z,00:06:48,0.1134366,NA,phi,2019-01-07
theta,NA,2019-01-07T13:56:00Z,2019-01-07T14:11:00Z,00:15:12,0.2533415,NA,theta,2019-01-07
review,NA,2019-01-07T14:11:00Z,2019-01-07T14:13:00Z,00:01:30,0.0250279,NA,psi,2019-01-07
phi,NA,2019-01-07T15:00:00Z,2019-01-07T15:00:00Z,00:00:00,2.631e-4,NA,phi,2019-01-07
phi,NA,2019-01-07T15:00:00Z,2019-01-07T15:45:00Z,00:44:23,0.7398186,NA,phi,2019-01-07
review,NA,2019-01-07T15:45:00Z,2019-01-07T15:45:00Z,00:00:28,0.007832,NA,psi,2019-01-07
phi,NA,2019-01-07T15:45:00Z,2019-01-07T15:52:00Z,00:06:31,0.1087971,NA,phi,2019-01-07
theta,NA,2019-01-07T15:52:00Z,2019-01-07T15:52:00Z,00:00:06,0.0017271,NA,theta,2019-01-07
theta,NA,2019-01-07T16:42:00Z,2019-01-07T16:52:00Z,00:09:57,0.1660516,NA,theta,2019-01-07
review,NA,2019-01-07T16:52:00Z,2019-01-07T17:03:00Z,00:11:28,0.191231,NA,psi,2019-01-07
phi,NA,2019-01-07T17:03:00Z,2019-01-07T17:03:00Z,00:00:01,5.116e-4,NA,phi,2019-01-07
phi,NA,2019-01-07T17:03:00Z,2019-01-07T17:16:00Z,00:13:17,0.2214046,NA,phi,2019-01-07
phi,NA,2019-01-07T17:55:00Z,2019-01-07T17:55:00Z,00:00:15,0.0041922,NA,phi,2019-01-07
phi,NA,2019-01-07T17:55:00Z,2019-01-07T19:46:00Z,01:50:44,1.8456497,NA,phi,2019-01-07
phi,NA,2019-01-07T19:58:00Z,2019-01-07T20:11:00Z,00:13:36,0.2269423,NA,phi,2019-01-07
phi,NA,2019-01-07T20:19:00Z,2019-01-07T20:25:00Z,00:05:36,0.0935148,NA,phi,2019-01-07
phi,NA,2019-01-07T20:32:00Z,2019-01-07T21:32:00Z,01:00:11,1.0032178,NA,phi,2019-01-07
phi,NA,2019-01-08T06:13:00Z,2019-01-08T06:25:00Z,00:12:06,0.2018396,NA,phi,2019-01-08
phi,NA,2019-01-08T09:28:00Z,2019-01-08T09:34:00Z,00:06:23,0.1064967,NA,phi,2019-01-08
phi,NA,2019-01-08T10:11:00Z,2019-01-08T11:05:00Z,00:54:08,0.9023889,NA,phi,2019-01-08
phi,NA,2019-01-08T13:10:00Z,2019-01-08T13:52:00Z,00:42:07,0.7021411,NA,phi,2019-01-08
